danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,audio_features,1gugDOSMREb34Xo0c1PlxM,spotify:track:1gugDOSMREb34Xo0c1PlxM,https://api.spotify.com/v1/tracks/1gugDOSMREb34Xo0c1PlxM,https://api.spotify.com/v1/audio-analysis/1gugDOSMREb34Xo0c1PlxM,202496,4
0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,audio_features,09IStsImFySgyp0pIQdqAc,spotify:track:09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/audio-analysis/09IStsImFySgyp0pIQdqAc,184732,4
0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,audio_features,1oHNvJVbFkexQc0BpQp7Y4,spotify:track:1oHNvJVbFkexQc0BpQp7Y4,https://api.spotify.com/v1/tracks/1oHNvJVbFkexQc0BpQp7Y4,https://api.spotify.com/v1/audio-analysis/1oHNvJVbFkexQc0BpQp7Y4,210627,4
0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,audio_features,4356Typ82hUiFAynbLYbPn,spotify:track:4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/audio-analysis/4356Typ82hUiFAynbLYbPn,220800,4
0.56,0.857,4,-4.145,0,0.0384,0.0594,0.0,0.381,0.432,119.975,audio_features,3AeicLnm55RqcXGBKYQolM,spotify:track:3AeicLnm55RqcXGBKYQolM,https://api.spotify.com/v1/tracks/3AeicLnm55RqcXGBKYQolM,https://api.spotify.com/v1/audio-analysis/3AeicLnm55RqcXGBKYQolM,215360,4
0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,audio_features,0afhq8XCExXpqazXczTSve,spotify:track:0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/tracks/0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/audio-analysis/0afhq8XCExXpqazXczTSve,170827,4
0.669,0.939,3,-3.209,1,0.161,0.192,0.0,0.295,0.53,129.014,audio_features,7rIhVsWn8W82shpRiPDrXc,spotify:track:7rIhVsWn8W82shpRiPDrXc,https://api.spotify.com/v1/tracks/7rIhVsWn8W82shpRiPDrXc,https://api.spotify.com/v1/audio-analysis/7rIhVsWn8W82shpRiPDrXc,252880,4
0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,audio_features,6RtPijgfPKROxEzTHNRiDp,spotify:track:6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/tracks/6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/audio-analysis/6RtPijgfPKROxEzTHNRiDp,224840,4
0.627,0.792,2,-4.311,1,0.031,0.13,3.97e-06,0.0845,0.415,119.054,audio_features,6YvqWjhGD8mB5QXcbcUKtx,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,https://api.spotify.com/v1/tracks/6YvqWjhGD8mB5QXcbcUKtx,https://api.spotify.com/v1/audio-analysis/6YvqWjhGD8mB5QXcbcUKtx,235767,4
0.673,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.744,audio_features,4ofwffwvvnbSkrMSCKQDaC,spotify:track:4ofwffwvvnbSkrMSCKQDaC,https://api.spotify.com/v1/tracks/4ofwffwvvnbSkrMSCKQDaC,https://api.spotify.com/v1/audio-analysis/4ofwffwvvnbSkrMSCKQDaC,201287,4
0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,audio_features,5masKPHeAOVNgxdLebIcK7,spotify:track:5masKPHeAOVNgxdLebIcK7,https://api.spotify.com/v1/tracks/5masKPHeAOVNgxdLebIcK7,https://api.spotify.com/v1/audio-analysis/5masKPHeAOVNgxdLebIcK7,223187,4
0.72,0.925,4,-4.165,0,0.0511,0.0276,0.000238,0.14,0.781,127.004,audio_features,0PhL7aecZxj0wLXIdjmNft,spotify:track:0PhL7aecZxj0wLXIdjmNft,https://api.spotify.com/v1/tracks/0PhL7aecZxj0wLXIdjmNft,https://api.spotify.com/v1/audio-analysis/0PhL7aecZxj0wLXIdjmNft,195105,4
0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,audio_features,0HPD5WQqrq7wPWR7P7Dw1i,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,https://api.spotify.com/v1/tracks/0HPD5WQqrq7wPWR7P7Dw1i,https://api.spotify.com/v1/audio-analysis/0HPD5WQqrq7wPWR7P7Dw1i,199693,4
0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,audio_features,3bC1ahPIYt1btJzSSEyyrF,spotify:track:3bC1ahPIYt1btJzSSEyyrF,https://api.spotify.com/v1/tracks/3bC1ahPIYt1btJzSSEyyrF,https://api.spotify.com/v1/audio-analysis/3bC1ahPIYt1btJzSSEyyrF,224653,4
0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,audio_features,2bL2gyO6kBdLkNSkxXNh6x,spotify:track:2bL2gyO6kBdLkNSkxXNh6x,https://api.spotify.com/v1/tracks/2bL2gyO6kBdLkNSkxXNh6x,https://api.spotify.com/v1/audio-analysis/2bL2gyO6kBdLkNSkxXNh6x,231013,4
0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,audio_features,5yDL13y5giogKs2fSNf7sj,spotify:track:5yDL13y5giogKs2fSNf7sj,https://api.spotify.com/v1/tracks/5yDL13y5giogKs2fSNf7sj,https://api.spotify.com/v1/audio-analysis/5yDL13y5giogKs2fSNf7sj,197936,4
0.637,0.93,4,-2.632,1,0.0511,0.0177,0.0,0.452,0.886,90.014,audio_features,4My8w8AA1JpG6E5SiAPvJL,spotify:track:4My8w8AA1JpG6E5SiAPvJL,https://api.spotify.com/v1/tracks/4My8w8AA1JpG6E5SiAPvJL,https://api.spotify.com/v1/audio-analysis/4My8w8AA1JpG6E5SiAPvJL,182867,4
0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,audio_features,3d8y0t70g7hw2FOWl9Z4Fm,spotify:track:3d8y0t70g7hw2FOWl9Z4Fm,https://api.spotify.com/v1/tracks/3d8y0t70g7hw2FOWl9Z4Fm,https://api.spotify.com/v1/audio-analysis/3d8y0t70g7hw2FOWl9Z4Fm,160097,4
0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,audio_features,6epn3r7S14KUqlReYr77hA,spotify:track:6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/tracks/6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/audio-analysis/6epn3r7S14KUqlReYr77hA,214240,4
0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,audio_features,1Je1IMUlBXcx1Fz0WE7oPT,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/audio-analysis/1Je1IMUlBXcx1Fz0WE7oPT,173027,4
0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,audio_features,2tUBqZG2AbRi7Q0BIrVrEj,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,291293,4
0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,audio_features,5FTCKvxzqy72ceS4Ujux4N,spotify:track:5FTCKvxzqy72ceS4Ujux4N,https://api.spotify.com/v1/tracks/5FTCKvxzqy72ceS4Ujux4N,https://api.spotify.com/v1/audio-analysis/5FTCKvxzqy72ceS4Ujux4N,263173,4
0.757,0.678,8,-5.529,0,0.233,0.0472,9.14e-06,0.0654,0.82,120.075,audio_features,2hgzdQdnfWwtdpZbhZlV72,spotify:track:2hgzdQdnfWwtdpZbhZlV72,https://api.spotify.com/v1/tracks/2hgzdQdnfWwtdpZbhZlV72,https://api.spotify.com/v1/audio-analysis/2hgzdQdnfWwtdpZbhZlV72,218235,4
0.715,0.791,10,-6.63,1,0.0414,0.0368,0.0,0.0694,0.879,116.043,audio_features,5NlFXQ0si6U87gXs6hq81B,spotify:track:5NlFXQ0si6U87gXs6hq81B,https://api.spotify.com/v1/tracks/5NlFXQ0si6U87gXs6hq81B,https://api.spotify.com/v1/audio-analysis/5NlFXQ0si6U87gXs6hq81B,201053,4
0.661,0.729,7,-6.561,1,0.0376,0.00215,0.0013,0.0477,0.668,103.987,audio_features,6ce41JVa6KFaryfmC2bu2W,spotify:track:6ce41JVa6KFaryfmC2bu2W,https://api.spotify.com/v1/tracks/6ce41JVa6KFaryfmC2bu2W,https://api.spotify.com/v1/audio-analysis/6ce41JVa6KFaryfmC2bu2W,232120,4
0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,audio_features,2gMXnyrvIjhVBUZwvLZDMP,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,https://api.spotify.com/v1/tracks/2gMXnyrvIjhVBUZwvLZDMP,https://api.spotify.com/v1/audio-analysis/2gMXnyrvIjhVBUZwvLZDMP,215107,4
0.773,0.437,9,-8.281,1,0.0963,0.836,2.42e-05,0.544,0.707,103.861,audio_features,75ls0gurX68lUmMjE7QcsE,spotify:track:75ls0gurX68lUmMjE7QcsE,https://api.spotify.com/v1/tracks/75ls0gurX68lUmMjE7QcsE,https://api.spotify.com/v1/audio-analysis/75ls0gurX68lUmMjE7QcsE,169973,4
0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874,audio_features,7lPN2DXiMsVn7XUKtOW1CS,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,https://api.spotify.com/v1/tracks/7lPN2DXiMsVn7XUKtOW1CS,https://api.spotify.com/v1/audio-analysis/7lPN2DXiMsVn7XUKtOW1CS,242014,4
0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,audio_features,0QZ5yyl6B6utIWkxeBDxQN,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,https://api.spotify.com/v1/tracks/0QZ5yyl6B6utIWkxeBDxQN,https://api.spotify.com/v1/audio-analysis/0QZ5yyl6B6utIWkxeBDxQN,208212,3
0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,audio_features,0pdKRp2sUthTPe7RLWpPqQ,spotify:track:0pdKRp2sUthTPe7RLWpPqQ,https://api.spotify.com/v1/tracks/0pdKRp2sUthTPe7RLWpPqQ,https://api.spotify.com/v1/audio-analysis/0pdKRp2sUthTPe7RLWpPqQ,218883,4
0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,audio_features,3FAJ6O0NOHQV8Mc5Ri6ENp,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,https://api.spotify.com/v1/tracks/3FAJ6O0NOHQV8Mc5Ri6ENp,https://api.spotify.com/v1/audio-analysis/3FAJ6O0NOHQV8Mc5Ri6ENp,198371,3
0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,audio_features,2tGvwE8GcFKwNdAXMnlbfl,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,https://api.spotify.com/v1/tracks/2tGvwE8GcFKwNdAXMnlbfl,https://api.spotify.com/v1/audio-analysis/2tGvwE8GcFKwNdAXMnlbfl,175933,3
0.608,0.358,0,-10.018,0,0.0253,0.854,0.0186,0.113,0.365,103.94,audio_features,2NeM9rfWo70KQej9GxeaoL,spotify:track:2NeM9rfWo70KQej9GxeaoL,https://api.spotify.com/v1/tracks/2NeM9rfWo70KQej9GxeaoL,https://api.spotify.com/v1/audio-analysis/2NeM9rfWo70KQej9GxeaoL,202010,4
0.671,0.336,10,-8.494,0,0.241,0.705,0.00751,0.0577,0.518,75.051,audio_features,2xdwCJLfKCkat14mlgR26M,spotify:track:2xdwCJLfKCkat14mlgR26M,https://api.spotify.com/v1/tracks/2xdwCJLfKCkat14mlgR26M,https://api.spotify.com/v1/audio-analysis/2xdwCJLfKCkat14mlgR26M,212496,4
0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,audio_features,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,269560,4
0.498,0.0942,1,-18.713,1,0.126,0.952,0.0,0.13,0.299,139.218,audio_features,4f80SteKqaB6M2JytEUrwT,spotify:track:4f80SteKqaB6M2JytEUrwT,https://api.spotify.com/v1/tracks/4f80SteKqaB6M2JytEUrwT,https://api.spotify.com/v1/audio-analysis/4f80SteKqaB6M2JytEUrwT,181714,4
0.633,0.242,3,-8.523,0,0.0761,0.515,0.0,0.0839,0.694,98.219,audio_features,0Wc6cbF38a90b8wov9V63F,spotify:track:0Wc6cbF38a90b8wov9V63F,https://api.spotify.com/v1/tracks/0Wc6cbF38a90b8wov9V63F,https://api.spotify.com/v1/audio-analysis/0Wc6cbF38a90b8wov9V63F,160791,4
0.588,0.894,11,-4.747,1,0.0347,0.000327,0.0,0.351,0.728,123.966,audio_features,7zrODsbiWVMFuQWsSjgYQp,spotify:track:7zrODsbiWVMFuQWsSjgYQp,https://api.spotify.com/v1/tracks/7zrODsbiWVMFuQWsSjgYQp,https://api.spotify.com/v1/audio-analysis/7zrODsbiWVMFuQWsSjgYQp,204091,4
0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161,4
0.735,0.369,9,-9.682,0,0.0688,0.334,0.0,0.126,0.235,140.004,audio_features,1iSqfoUFnQwV0QW1EfUit8,spotify:track:1iSqfoUFnQwV0QW1EfUit8,https://api.spotify.com/v1/tracks/1iSqfoUFnQwV0QW1EfUit8,https://api.spotify.com/v1/audio-analysis/1iSqfoUFnQwV0QW1EfUit8,222997,4
0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,audio_features,7D0RhFcb3CrfPuTJ0obrod,spotify:track:7D0RhFcb3CrfPuTJ0obrod,https://api.spotify.com/v1/tracks/7D0RhFcb3CrfPuTJ0obrod,https://api.spotify.com/v1/audio-analysis/7D0RhFcb3CrfPuTJ0obrod,227093,3
0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,audio_features,2nC3QhMI9reBIOWutbU3Tj,spotify:track:2nC3QhMI9reBIOWutbU3Tj,https://api.spotify.com/v1/tracks/2nC3QhMI9reBIOWutbU3Tj,https://api.spotify.com/v1/audio-analysis/2nC3QhMI9reBIOWutbU3Tj,201084,4
0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,audio_features,1HNkqx9Ahdgi1Ixy2xkKkL,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL,258987,4
0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,audio_features,1j4kHkkpqZRBwE0A4CN4Yv,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,https://api.spotify.com/v1/tracks/1j4kHkkpqZRBwE0A4CN4Yv,https://api.spotify.com/v1/audio-analysis/1j4kHkkpqZRBwE0A4CN4Yv,239000,4
0.507,0.841,2,-7.411,0,0.109,0.0519,9.12e-06,0.104,0.271,137.889,audio_features,4JqIzQJSq0XMKQ7QYvq2i4,spotify:track:4JqIzQJSq0XMKQ7QYvq2i4,https://api.spotify.com/v1/tracks/4JqIzQJSq0XMKQ7QYvq2i4,https://api.spotify.com/v1/audio-analysis/4JqIzQJSq0XMKQ7QYvq2i4,183478,4
0.329,0.235,10,-7.699,1,0.0303,0.918,0.0,0.137,0.22,171.006,audio_features,69vToJ9BMbbLlFZo7k7A7B,spotify:track:69vToJ9BMbbLlFZo7k7A7B,https://api.spotify.com/v1/tracks/69vToJ9BMbbLlFZo7k7A7B,https://api.spotify.com/v1/audio-analysis/69vToJ9BMbbLlFZo7k7A7B,204326,3
0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,audio_features,43zdsphuZLzwA9k4DJhU0I,spotify:track:43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,196077,4
0.629,0.306,1,-11.735,1,0.0424,0.884,0.0776,0.124,0.191,76.994,audio_features,47EWMOElkkbMp5m9SBkx7d,spotify:track:47EWMOElkkbMp5m9SBkx7d,https://api.spotify.com/v1/tracks/47EWMOElkkbMp5m9SBkx7d,https://api.spotify.com/v1/audio-analysis/47EWMOElkkbMp5m9SBkx7d,184638,1
0.683,0.615,11,-6.59,0,0.0293,0.61,0.0,0.203,0.38,116.947,audio_features,1ifk0qSFkTOLlsR0unKxSW,spotify:track:1ifk0qSFkTOLlsR0unKxSW,https://api.spotify.com/v1/tracks/1ifk0qSFkTOLlsR0unKxSW,https://api.spotify.com/v1/audio-analysis/1ifk0qSFkTOLlsR0unKxSW,188974,4
0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,audio_features,2TOzTqQXNmR2zDJXihjZ2e,spotify:track:2TOzTqQXNmR2zDJXihjZ2e,https://api.spotify.com/v1/tracks/2TOzTqQXNmR2zDJXihjZ2e,https://api.spotify.com/v1/audio-analysis/2TOzTqQXNmR2zDJXihjZ2e,202827,4
0.71,0.0565,7,-15.099,1,0.0534,0.965,0.0,0.0889,0.348,123.994,audio_features,4h0zU3O9R5xzuTmNO7dNDU,spotify:track:4h0zU3O9R5xzuTmNO7dNDU,https://api.spotify.com/v1/tracks/4h0zU3O9R5xzuTmNO7dNDU,https://api.spotify.com/v1/audio-analysis/4h0zU3O9R5xzuTmNO7dNDU,275280,4
0.501,0.904,11,-5.243,1,0.0866,0.0195,0.0,0.156,0.603,180.066,audio_features,3Y7DUaGuif5e5ptyejX4Ne,spotify:track:3Y7DUaGuif5e5ptyejX4Ne,https://api.spotify.com/v1/tracks/3Y7DUaGuif5e5ptyejX4Ne,https://api.spotify.com/v1/audio-analysis/3Y7DUaGuif5e5ptyejX4Ne,205785,4
0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,125.723,audio_features,4JeOesjcWWlprTAvucDSJX,spotify:track:4JeOesjcWWlprTAvucDSJX,https://api.spotify.com/v1/tracks/4JeOesjcWWlprTAvucDSJX,https://api.spotify.com/v1/audio-analysis/4JeOesjcWWlprTAvucDSJX,158537,4
0.336,0.231,1,-6.217,1,0.0497,0.942,0.0,0.188,0.429,168.685,audio_features,0v2LUO8oTHnkjQ8MmKuXyk,spotify:track:0v2LUO8oTHnkjQ8MmKuXyk,https://api.spotify.com/v1/tracks/0v2LUO8oTHnkjQ8MmKuXyk,https://api.spotify.com/v1/audio-analysis/0v2LUO8oTHnkjQ8MmKuXyk,37640,5
0.52,0.119,0,-12.148,1,0.0407,0.922,0.0,0.0883,0.355,69.217,audio_features,27r2uANqwK7XbsiAZnzf9e,spotify:track:27r2uANqwK7XbsiAZnzf9e,https://api.spotify.com/v1/tracks/27r2uANqwK7XbsiAZnzf9e,https://api.spotify.com/v1/audio-analysis/27r2uANqwK7XbsiAZnzf9e,202496,4
0.59,0.62,0,-8.312,0,0.0862,0.393,0.000534,0.108,0.652,95.244,audio_features,1Ae7dpn6AkojRu5rZivCEO,spotify:track:1Ae7dpn6AkojRu5rZivCEO,https://api.spotify.com/v1/tracks/1Ae7dpn6AkojRu5rZivCEO,https://api.spotify.com/v1/audio-analysis/1Ae7dpn6AkojRu5rZivCEO,177173,4
0.453,0.383,0,-11.015,1,0.163,0.728,0.0,0.387,0.333,105.029,audio_features,7l97ElWmIdVHWUaOeeU5ZC,spotify:track:7l97ElWmIdVHWUaOeeU5ZC,https://api.spotify.com/v1/tracks/7l97ElWmIdVHWUaOeeU5ZC,https://api.spotify.com/v1/audio-analysis/7l97ElWmIdVHWUaOeeU5ZC,175027,4
0.326,0.357,9,-11.124,0,0.0303,0.89,0.00527,0.178,0.326,116.147,audio_features,6VOP97ySJY2eLexdxWusHY,spotify:track:6VOP97ySJY2eLexdxWusHY,https://api.spotify.com/v1/tracks/6VOP97ySJY2eLexdxWusHY,https://api.spotify.com/v1/audio-analysis/6VOP97ySJY2eLexdxWusHY,210163,5
0.471,0.229,8,-6.504,1,0.0358,0.953,0.0,0.0909,0.358,68.41,audio_features,0PKAijroHpnEtdY20bkGdr,spotify:track:0PKAijroHpnEtdY20bkGdr,https://api.spotify.com/v1/tracks/0PKAijroHpnEtdY20bkGdr,https://api.spotify.com/v1/audio-analysis/0PKAijroHpnEtdY20bkGdr,137250,3
0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,audio_features,7AFASza1mXqntmGtbxXprO,spotify:track:7AFASza1mXqntmGtbxXprO,https://api.spotify.com/v1/tracks/7AFASza1mXqntmGtbxXprO,https://api.spotify.com/v1/audio-analysis/7AFASza1mXqntmGtbxXprO,121887,4
0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,audio_features,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,211467,4
0.754,0.582,5,-6.957,0,0.089,0.204,0.0,0.0718,0.828,133.91,audio_features,3ajLUsSwtbsv0eMUxnIBV1,spotify:track:3ajLUsSwtbsv0eMUxnIBV1,https://api.spotify.com/v1/tracks/3ajLUsSwtbsv0eMUxnIBV1,https://api.spotify.com/v1/audio-analysis/3ajLUsSwtbsv0eMUxnIBV1,201066,4
0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,audio_features,2BOqDYLOJBiMOXShCV1neZ,spotify:track:2BOqDYLOJBiMOXShCV1neZ,https://api.spotify.com/v1/tracks/2BOqDYLOJBiMOXShCV1neZ,https://api.spotify.com/v1/audio-analysis/2BOqDYLOJBiMOXShCV1neZ,260285,4
0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,audio_features,3ZCTVFBt2Brf31RLEnCkWJ,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/audio-analysis/3ZCTVFBt2Brf31RLEnCkWJ,245426,4
0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,audio_features,3EPXxR3ImUwfayaurPi3cm,spotify:track:3EPXxR3ImUwfayaurPi3cm,https://api.spotify.com/v1/tracks/3EPXxR3ImUwfayaurPi3cm,https://api.spotify.com/v1/audio-analysis/3EPXxR3ImUwfayaurPi3cm,196373,4
0.499,0.82,5,-6.396,0,0.0431,0.00217,5.03e-05,0.169,0.388,154.945,audio_features,10am1LvdZrQpZR0wmUz8ds,spotify:track:10am1LvdZrQpZR0wmUz8ds,https://api.spotify.com/v1/tracks/10am1LvdZrQpZR0wmUz8ds,https://api.spotify.com/v1/audio-analysis/10am1LvdZrQpZR0wmUz8ds,188903,4
0.378,0.388,10,-9.017,1,0.036,0.472,0.0,0.157,0.188,72.293,audio_features,7GCVboEDzfL3NKp1NrAgHR,spotify:track:7GCVboEDzfL3NKp1NrAgHR,https://api.spotify.com/v1/tracks/7GCVboEDzfL3NKp1NrAgHR,https://api.spotify.com/v1/audio-analysis/7GCVboEDzfL3NKp1NrAgHR,248987,4
0.613,0.739,10,-6.478,1,0.0311,0.526,0.0,0.149,0.712,104.966,audio_features,2BkyYZmU4JuWW2sYi9EzpC,spotify:track:2BkyYZmU4JuWW2sYi9EzpC,https://api.spotify.com/v1/tracks/2BkyYZmU4JuWW2sYi9EzpC,https://api.spotify.com/v1/audio-analysis/2BkyYZmU4JuWW2sYi9EzpC,211453,4
0.657,0.647,4,-8.639,1,0.0373,0.11,0.0,0.289,0.424,90.034,audio_features,5bSphBtnSwUiPXhZgC6SOs,spotify:track:5bSphBtnSwUiPXhZgC6SOs,https://api.spotify.com/v1/tracks/5bSphBtnSwUiPXhZgC6SOs,https://api.spotify.com/v1/audio-analysis/5bSphBtnSwUiPXhZgC6SOs,153001,4
0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
0.473,0.203,2,-12.627,1,0.102,0.941,0.0,0.126,0.419,168.884,audio_features,4wcBRRpIfesgcyUtis7PEg,spotify:track:4wcBRRpIfesgcyUtis7PEg,https://api.spotify.com/v1/tracks/4wcBRRpIfesgcyUtis7PEg,https://api.spotify.com/v1/audio-analysis/4wcBRRpIfesgcyUtis7PEg,163587,4
0.442,0.585,0,-10.332,0,0.0964,0.0984,0.391,0.14,0.116,97.565,audio_features,4T3fNx3CgwDRRYgmFCbD4J,spotify:track:4T3fNx3CgwDRRYgmFCbD4J,https://api.spotify.com/v1/tracks/4T3fNx3CgwDRRYgmFCbD4J,https://api.spotify.com/v1/audio-analysis/4T3fNx3CgwDRRYgmFCbD4J,229413,4
0.653,0.628,10,-6.757,1,0.0384,0.25,5.43e-06,0.12,0.121,124.943,audio_features,0BiRVKItBtCTbt5heUiDnH,spotify:track:0BiRVKItBtCTbt5heUiDnH,https://api.spotify.com/v1/tracks/0BiRVKItBtCTbt5heUiDnH,https://api.spotify.com/v1/audio-analysis/0BiRVKItBtCTbt5heUiDnH,197493,4
0.647,0.309,7,-7.948,0,0.0366,0.78,7.41e-06,0.202,0.195,87.045,audio_features,1TEL6MlSSVLSdhOSddidlJ,spotify:track:1TEL6MlSSVLSdhOSddidlJ,https://api.spotify.com/v1/tracks/1TEL6MlSSVLSdhOSddidlJ,https://api.spotify.com/v1/audio-analysis/1TEL6MlSSVLSdhOSddidlJ,171573,4
0.468,0.936,2,-3.683,1,0.0455,0.00568,0.0,0.24,0.663,75.05,audio_features,14BH4qO7pgCmIe6mgLKOK3,spotify:track:14BH4qO7pgCmIe6mgLKOK3,https://api.spotify.com/v1/tracks/14BH4qO7pgCmIe6mgLKOK3,https://api.spotify.com/v1/audio-analysis/14BH4qO7pgCmIe6mgLKOK3,219800,4
