label,name,artist
1,You Really Got Me,The Kinks
1,All Day And All Of The Night,The Kinks
1,Your Disease,Saliva
1,For You,Staind
1,Come Fly With Me - Remastered,Frank Sinatra
1,Crazy He Calls Me - Single Version,Billie Holiday
1,"Civilization (Bongo, Bongo, Bongo)",Danny Kaye
1,Blue Skies,Ella Fitzgerald
1,Singin' In the Rain,Gene Kelly
1,Make 'Em Laugh,Donald O'Connor
1,Good Morning,Gene Kelly
1,You Make Me Feel So Young - Remastered 1998,Frank Sinatra
1,Heaven,Salvador
1,Can I Kick It?,A Tribe Called Quest
1,I Can't Go For That (No Can Do) - (Original Version) - Remastered,Daryl Hall & John Oates
1,Send My Love (To Your New Lover),Adele
1,Headhunter V1.0,Front 242
1,Lips Like Sugar,Echo & the Bunnymen
1,Clone Your Lover,Zeromancer
1,Swamped,Lacuna Coil
1,You Gotta Be,Des'ree
1,Everybody Wants To Rule The World,Tears For Fears
1,Out Of My Heart,BBMAK
1,I Can't Wait,Nu Shooz
1,Closer,Nine Inch Nails
1,Set Me On Fire,Flyleaf
1,Magnetic,Flyleaf
1,Traitor,Flyleaf
1,Head Under Water,Flyleaf
1,Sober Serenade,Flyleaf
1,Thread,Flyleaf
1,Marionette,Flyleaf
1,Well of Lies,Flyleaf
1,City Kids,Flyleaf
1,Blue Roses,Flyleaf
1,Home,Flyleaf
1,Fire Fire,Flyleaf
1,Call You Out,Flyleaf
1,Cage On The Ground,Flyleaf
1,Great Love,Flyleaf
1,Bury Your Heart,Flyleaf
1,Freedom,Flyleaf
1,Saving Grace,Flyleaf
1,Stand,Flyleaf
1,Green Heart,Flyleaf
1,Broken Wings,Flyleaf
1,Justice & Mercy (Violent Love Version),Flyleaf
1,Okay,Flyleaf
1,Amy Says,Flyleaf
1,Dear My Closest Friend,Flyleaf
1,Light In Your Eyes,Flyleaf
1,Believe In Dreams,Flyleaf
1,Beautiful Bride,Flyleaf
1,Again,Flyleaf
1,Chasm,Flyleaf
1,Missing,Flyleaf
1,This Close,Flyleaf
1,The Kind,Flyleaf
1,In The Dark,Flyleaf
1,Set Apart This Dream,Flyleaf
1,Swept Away,Flyleaf
1,Tiny Heart,Flyleaf
1,Treasure,Flyleaf
1,Circle,Flyleaf
1,Arise,Flyleaf
1,Uncle Bobby,Flyleaf
1,Perfect,Flyleaf
1,Sorrow,Flyleaf
1,I'm Sorry,Flyleaf
1,Red Sam,Flyleaf
1,There For You,Flyleaf
1,Breathe Today,Flyleaf
1,So I Thought,Flyleaf
1,Aeon,Lacuna Coil
1,Back Here,BBMAK
1,The Bog,Bigod 20
1,The Boogie Monster,Gnarls Barkley
1,Cool,Gwen Stefani
1,Dark Blue,No Doubt
1,Daylight Dancer,Lacuna Coil
1,Devoted,Lacuna Coil
1,Do It Again,Queens of the Stone Age
1,Dog New Tricks,Garbage
1,Don't Cry Out,Shiny Toy Guns
1,Don't Dream It's Over,Crowded House
1,Don't Think of Me,Dido
1,The Dope Show,Marilyn Manson
1,The Beautiful People,Marilyn Manson
1,Down,Fuel
1,Early Winter,Gwen Stefani
1,Emit Remmus,Red Hot Chili Peppers
1,Entwined,Lacuna Coil
1,Everlasting Friend,Blue October
1,Everything's Not Lost - Includes Hidden Track 'Life Is For Living',Coldplay
1,Ex-Girlfriend,No Doubt
1,Faultine,Saliva
1,Gleaming Auction,Snow Patrol
1,Gotta Have You,The Weepies
1,Greater Than/Less Than,Saliva
1,Harajuku Girls,Gwen Stefani
1,Heaven's a Lie,Lacuna Coil
1,Hey Baby,No Doubt
1,Honestly Ok,Dido
1,Humane,Lacuna Coil
1,I'm No Angel,Dido
1,I Don't Trust Myself (With Loving You),John Mayer
1,I Like Dirt,Red Hot Chili Peppers
1,Icky Thump,The White Stripes
1,Isobel,Dido
1,Le Disko,Shiny Toy Guns
1,Liberate,Disturbed
1,Milk,Garbage
1,mOBSCENE,Marilyn Manson
1,Molly's Chambers,Kings of Leon
1,My Lover's Box,Garbage
1,New,No Doubt
1,The Nobodies,Marilyn Manson
1,Our Truth,Lacuna Coil
1,Personal Jesus - 2006 Remaster,Depeche Mode
1,Personal Jesus,Marilyn Manson
1,The Reflecting God,Marilyn Manson
1,Running,No Doubt
1,Salty Dog,Flogging Molly
1,Same,Snow Patrol
1,Savior,Red Hot Chili Peppers
1,Self Deception,Lacuna Coil
1,Send Me An Angel,Zeromancer
1,Serious,Gwen Stefani
1,Shaken,Shiny Toy Guns
1,Shiver,Coldplay
1,The Sky Is Fallin',Queens of the Stone Age
1,Slide,Dido
1,Smiley Faces,Gnarls Barkley
1,Still On Your Side,BBMAK
1,Storm,Saliva
1,Storm Coming,Gnarls Barkley
1,Tainted Love,Marilyn Manson
1,Tight Rope,Lacuna Coil
1,Times Like These,Foo Fighters
1,To the Edge,Lacuna Coil
1,Transformer,Gnarls Barkley
1,Trapped In A Box,No Doubt
1,Unspoken,Lacuna Coil
1,Wandering Star,Portishead
1,Warning Sign,Coldplay
1,We Are Pilots,Shiny Toy Guns
1,Weight Of The World,Saliva
1,What I See,Lacuna Coil
1,Whatever It Takes,Lifehouse
1,Who Cares?,Gnarls Barkley
1,Within Me,Lacuna Coil
1,Without Fear,Lacuna Coil
1,The Worst Day Since Yesterday,Flogging Molly
1,Wow,Snow Patrol
1,Your Eyes Open,Keane
1,Cross Bones Style,Cat Power
1,Good To Be Alive (Hallelujah),Andy Grammer
1,Rise,Public Image Ltd.
1,The Truth About Love,P!nk
1,Right Here,Staind
1,Untouched,The Veronicas
1,Hands,The Ting Tings
1,Emperor's New Clothes,Panic! At The Disco
1,Cannonball,The Breeders
1,"True Survivor - From ""Kung Fury""",David Hasselhoff
1,Weird Science,Oingo Boingo
1,Transylvanian Concubine,Rasputina
1,In All the Wrong Places,Kero One
1,Chasing Pavements,Adele
1,Lush Life,Zara Larsson
1,Young Blood,The Naked And Famous
1,Starboy,The Weeknd
1,Devil's Spoke,Laura Marling
1,Heathens,Twenty One Pilots
1,Run-Around,Blues Traveler
1,Daughters,John Mayer
1,The Kill,Thirty Seconds To Mars
1,London Beckoned Songs About Money Written by Machines,Panic! At The Disco
1,Misguided Ghosts,Paramore
1,Bennie And The Jets - Remastered 2014,Elton John
1,Someday - Remastered,Sugar Ray
1,"I'm Still Here (Jim's Theme) - From ""Treasure Planet""/Soundtrack Version",John Rzeznik
1,Immortals,Fall Out Boy
1,It's Not My Time,3 Doors Down
1,State of My Head,Shinedown
1,Who's Crying Now,Journey
1,Reptilia,The Strokes
1,Someday,The Strokes
1,Last Nite,The Strokes
1,You Only Live Once,The Strokes
1,Believe,Mumford & Sons
1,Sunshine Of Your Love,Cream
1,The Longest Time,Billy Joel
1,Ocean Avenue,Yellowcard
1,Wish You Were Here,Incubus
1,Bigger Than My Body,John Mayer
1,Suddenly I See,KT Tunstall
1,Lifestyles of the Rich & Famous,Good Charlotte
1,After Rain,Dermot Kennedy
1,Satellite,Dave Matthews Band
1,Good Riddance (Time of Your Life),Green Day
1,You're a God,Vertical Horizon
1,Smile,Lily Allen
1,The Only Difference Between Martyrdom and Suicide Is Press Coverage,Panic! At The Disco
1,Love Like This (feat. Sean Kingston),Natasha Bedingfield
1,Rivers Of Blood Years Of Darkness,Buzz McCoy
1,Sexplosion,My Life With The Thrill Kill Kult
1,Gangster Trippin',Fatboy Slim
1,Wear Your Love Like Heaven,Donovan
1,Valentine,Kina Grannis
1,Follow Me,Uncle Kracker
1,Burn My Shadow,UNKLE
1,For Free (feat. Drake),DJ Khaled
1,Face Down,The Red Jumpsuit Apparatus
1,"Touch, Peel And Stand",Days Of The New
1,Why I'm Here,Oleander
1,One Headlight,The Wallflowers
1,Stupid Girl,Garbage
1,Salute Your Solution,The Raconteurs
1,Epiphany,Staind
1,Outside,Staind
1,With Arms Wide Open,Creed
1,Fade,Staind
1,Mudshovel,Staind
1,Everything Changes,Staind
1,Over You,Daughtry
1,Life After You,Daughtry
1,Crawling Back To You,Daughtry
1,Feels Like Tonight,Daughtry
1,Paralyzer,Finger Eleven
1,Halfway Gone,Lifehouse
1,Sick Cycle Carousel,Lifehouse
1,If You're Gone - 2007 Remaster,Matchbox Twenty
1,Come On Get Higher,Matt Nathanson
1,Breathe (2 AM),Anna Nalick
1,Light On,David Cook
1,The Time of My Life,David Cook
1,Come Back to Me,David Cook
1,Angels on the Moon,Thriving Ivory
1,Ignorance,Paramore
1,Monster - Transformers Soundtrack Version,Paramore
1,What It's Like,Everlast
1,Vasoline,Stone Temple Pilots
1,Look What You've Done,Jet
1,Savin' Me,Nickelback
1,If Today Was Your Last Day,Nickelback
1,Far Away,Nickelback
1,Rockstar,Nickelback
1,How You Remind Me,Nickelback
1,Gotta Be Somebody,Nickelback
1,Glycerine,Bush
1,Comedown,Bush
1,The Sound of Winter,Bush
1,Everything Zen,Bush
1,Little Things,Bush
1,The Red,Chevelle
1,Send the Pain Below,Chevelle
1,Higher,Creed
1,My Sacrifice,Creed
1,I Hate Everything About You,Three Days Grace
1,Bother,Stone Sour
1,The Reason,Hoobastank
1,Crawling In The Dark,Hoobastank
1,Fly (feat. Super Cat) - Remastered,Sugar Ray
1,Pennsylvania 6-5000,Glenn Miller
1,Good Life,The Getaway People
1,It Don't Mean a Thing,Ella Fitzgerald
1,You've Got The Love,Florence + The Machine
1,Believe,Staind
1,Hey My Man,Babes
1,Call Me Up,HOMESHAKE
1,Lonely Boy,The Black Keys
1,Save Me,Aimee Mann
1,The Graveyard Near The House,The Airborne Toxic Event
1,Hummed Low,Odessa
1,Swallow (Filthy Victorian Mix By Perfidious Words),Emilie Autumn
1,These Things,She Wants Revenge
1,Open Your Eyes,Staind
1,Pressure,Staind
1,Change,Staind
1,Can't Believe,Staind
1,Suffer,Staind
1,Warm Safe Place,Staind
1,Waste,Staind
1,Take It,Staind
1,The Little Things Give You Away,Linkin Park
1,Eavesdrop,The Civil Wars
1,Welcome to My Life,Simple Plan
1,My Father's Father,The Civil Wars
1,Breathe Me,Sia
1,Let Me Be Myself,3 Doors Down
1,Here's to Never Growing Up,Avril Lavigne
1,Take Me To Church,Hozier
1,Ring of Fire,Johnny Cash
1,I Walk the Line,Johnny Cash
1,Hurt,Johnny Cash
1,Fly Me To The Moon - Remastered,Frank Sinatra
1,Mack the Knife,Bobby Darin
1,Home,Daughtry
1,What About Now,Daughtry
1,No Surprise,Daughtry
1,September,Daughtry
1,One Thing,Finger Eleven
1,Everything,Lifehouse
1,Dungeon Sound,Gramatik
1,Opinions Wont' Keep You Warm At Night,Kisschasy
1,What Are You So Scared Of?,Tonight Alive
1,Time is Running Out,Muse
1,Killing Me,Cauterize
1,Not Meant to Be,Theory of a Deadman
1,Let Me Go,3 Doors Down
1,Sound of Madness,Shinedown
1,Call Me,Shinedown
1,The Crow & the Butterfly,Shinedown
1,If You Only Knew,Shinedown
1,Breaking Inside,Shinedown
1,Promiscuous,Nelly Furtado
1,Lucky,Jason Mraz & Colbie Caillat
1,Mindfields,The Prodigy
1,Prime Audio Soup,Meat Beat Manifesto
1,Clubbed to Death - Kurayamino Variation,Rob Dougan
1,Dragula,Rob Zombie
1,Change (In the House of Flies),Deftones
1,Swerve City,Deftones
1,Privilege,Incubus
1,Nowhere Fast,Incubus
1,Consequence,Incubus
1,When It Comes,Incubus
1,Stellar,Incubus
1,Clean,Incubus
1,Stricken,Disturbed
1,Stupify,Disturbed
1,Voices,Disturbed
1,Don't Stop Me Now,Queen
1,Shining Star,"Earth, Wind & Fire"
1,Let's Groove,"Earth, Wind & Fire"
1,Express Yourself - Extended Mix,N.W.A.
1,Red Flags And Long Nights,She Wants Revenge
1,Between Two Lungs,Florence + The Machine
1,Cosmic Love,Florence + The Machine
1,Hurricane Drunk,Florence + The Machine
1,Drumming Song,Florence + The Machine
1,I'm Not Calling You A Liar,Florence + The Machine
1,Howl,Florence + The Machine
1,"How Big, How Blue, How Beautiful",Florence + The Machine
1,Queen Of Peace,Florence + The Machine
1,3005,Childish Gambino
1,Mass Appeal,Gang Starr
1,Got to Be Real,Cheryl Lynn
1,Machu Picchu,The Strokes
1,Out Of Control,She Wants Revenge
1,#1 Crush,Garbage
1,Not My Idea,Garbage
1,Only Happy When It Rains,Garbage
1,The World Is Not Enough,Garbage
1,Roads,Portishead
1,Sour Times,Portishead
1,Hello,Poe
1,Trigger Happy Jack - Drive-By A Go-go,Poe
1,Angry Johnny,Poe
1,Kiss Me,Sixpence None The Richer
1,Fever,Peggy Lee
1,White Rabbit,Jefferson Airplane
1,Lost Your Mind,Zimmer
1,Cycle,Teen Daze
1,Daylight,Beauvois
1,Goodbye,Hazey Eyes
1,Running,Nyxen
1,I Got You,Leska
1,All Time Low,Jon Bellion
1,Steal Away,Robbie Dupree
1,Bartender (feat. Akon),T-Pain
1,You're My Best Friend - Remastered 2011,Queen
1,That's All - Single Version,Genesis
1,Two Worlds,Phil Collins
1,Son of Man,Phil Collins
1,"On My Way - From ""Brother Bear""/Soundtrack Version",Phil Collins
1,"Hawaiian Roller Coaster Ride - From ""Lilo & Stitch""/Soundtrack Version",Mark Keali'i Ho'omalu
1,You Can't Hurry Love - 2016 Remaster,Phil Collins
1,I've Got No Strings,Dickie Jones
1,I Wan'na Be Like You (The Monkey Song),Louis Prima
1,Don't Bring Me Down,Electric Light Orchestra
1,Paris,Magic Man
1,Don't Lose My Number - 2016 Remaster,Phil Collins
1,In The Air Tonight,Phil Collins
1,Higher Love - Full Album Version,Steve Winwood
1,Too Shy - 2004 Remaster,Kajagoogoo
1,Side To Side,Ariana Grande
1,Side,Travis
1,One,Aimee Mann
1,Mess Around,Ray Charles
1,Tom's Diner,Suzanne Vega
1,Pick Yourself Up,Nat King Cole
1,Loba,Shakira
1,Talk,Coldplay
1,Wanted Dead Or Alive,Bon Jovi
1,Fight for All the Wrong Reasons,Nickelback
1,Animals,Nickelback
1,Don't Phunk With My Heart,Black Eyed Peas
1,Classic Man (feat. Roman GianArthur),Jidenna
1,What Goes Around...Comes Around - Radio Edit,Justin Timberlake
1,I'm Not Over,Carolina Liar
1,Sensual Seduction,Snoop Dogg
1,Where It's At,Beck
1,I Was Starving Till I Tasted You,Another One Back
1,Raspberry Beret,Prince
1,La La La,Naughty Boy
1,IV. Sweatpants,Childish Gambino
1,In Too Deep,Sum 41
1,Tattoo,Jordin Sparks
1,Cold Comfort,scntfc
1,Argonaut,scntfc
1,The Worst Pies in London,Helena Bonham Carter
1,Johanna,Jamie Campbell Bower
1,By the Sea,Johnny Depp
1,Pretty Women,Johnny Depp
1,Walkin' On The Sun,Smash Mouth
1,Lonely Rolling Star,GameChops
1,Fall Behind Me,The Donnas
1,What I Didn't Know,Athenaeum
1,Coin-Operated Boy,The Dresden Dolls
1,1999,Prince
1,When Doves Cry,Prince
1,Sorry,Buckcherry
1,Drive,Oh Wonder
1,Tomorrow Comes Today,Gorillaz
1,Wildfire,John Mayer
1,Call Me,Blondie
1,Just a Friend,Biz Markie
1,American Boy (feat. Kanye West),Estelle
1,Ace of Spades,Motörhead
1,Mr Sandman,The Chordettes
1,Spies,Coldplay
1,Sparks,Coldplay
1,Trouble,Coldplay
1,High Speed,Coldplay
1,Lost!,Coldplay
1,Move on Up - Extended Version,Curtis Mayfield
1,Gatekeeper,Feist
1,Cassius,Foals
1,Inhaler,Foals
1,Keep It Together,Guster
1,Are You In?,Incubus
1,Naima,John Coltrane
1,Sweet Talk,The Killers
1,All Night Long (All Night) - Single Version,Lionel Richie
1,"Steady, As She Goes",The Raconteurs
1,Clumsy,Fergie
1,Alright,Supergrass
1,Funky Dealer,Hideki Naganuma
1,Spellbound,Lacuna Coil
1,Toxicity,System Of A Down
1,I Like It,Lacuna Coil
1,Survive,Lacuna Coil
1,I Won't Tell You,Lacuna Coil
1,Not Enough,Lacuna Coil
1,I'm Not Afraid,Lacuna Coil
1,Underdog,Lacuna Coil
1,The Pain,Lacuna Coil
1,Wide Awake,Lacuna Coil
1,The Maze,Lacuna Coil
1,Unchained,Lacuna Coil
1,Shallow Life,Lacuna Coil
1,The Last Goodbye,Lacuna Coil
1,Trip the Darkness,Lacuna Coil
1,Against You,Lacuna Coil
1,Kill The Light,Lacuna Coil
1,Give Me Something More,Lacuna Coil
1,Upsidedown,Lacuna Coil
1,End of Time,Lacuna Coil
1,I Don't Believe In Tomorrow,Lacuna Coil
1,Intoxicated,Lacuna Coil
1,The Army Inside,Lacuna Coil
1,Losing My Religion,Lacuna Coil
1,Fire,Lacuna Coil
1,My Spirit,Lacuna Coil
1,Nothing Stands in Our Way,Lacuna Coil
1,Zombies,Lacuna Coil
1,Hostage to the Light,Lacuna Coil
1,Victims,Lacuna Coil
1,Die & Rise,Lacuna Coil
1,I Forgive (But I Won't Forget Your Name),Lacuna Coil
1,Cybersleep,Lacuna Coil
1,Infection,Lacuna Coil
1,I Burn in You,Lacuna Coil
1,In the End I Feel Alive,Lacuna Coil
1,One Cold Day,Lacuna Coil
1,All of Us,Blindside
1,Weightless,Nada Surf
1,Under the Sun - Remastered,Sugar Ray
1,Breakdown,Tantric
1,Gravity Of Love,Enigma
1,Poor Thing,Johnny Depp
1,My Friends,Johnny Depp
1,Helicopter,Bloc Party
1,Banquet,Bloc Party
1,What's My Name?,Rihanna
1,"Decode - Live at Red Rocks Amphitheatre, Morrison, CO, 8/12/2014",Paramore
1,Down I-5,Neko Case
1,Moon And Moon,Bat For Lashes
1,Black Betty,Ram Jam
1,Blame It,Jamie Foxx
1,Maggie May,Rod Stewart
1,Brother Down,Sam Roberts Band
1,Someday,Nickelback
1,Brand New Key,Rasputina
1,Coraline,Rasputina
1,"Humankind, as the Sailor",Rasputina
1,The 2 Miss Leavens,Rasputina
1,Beware The Touch,Hannah Fury
1,Sign of the Zodiac,Rasputina
1,My Night Sky,Rasputina
1,Love,American Authors
1,On a Clear Day You Can See Forever,The Peddlers
1,Kiss from a Rose,Seal
1,Black (feat. Norah Jones),Danger Mouse
1,This Guy's In Love With You,Herb Alpert & The Tijuana Brass
1,"Pure Imagination - From ""Willy Wonka & The Chocolate Factory"" Soundtrack",Gene Wilder
2,All My Days,Alexi Murdoch
2,Olden Times,The Romanovs
2,Dead Souls,Nine Inch Nails
2,Holocaust of Giants,Rasputina
2,Burn,The Cure
2,Lullaby,The Cure
2,How Soon Is Now? (2008 Remastered Version),The Smiths
2,Dream On,Depeche Mode
2,Hong Kong Garden,Siouxsie and the Banshees
2,Happy House,Siouxsie and the Banshees
2,Never Let Me Down Again,Depeche Mode
2,Camisado,Panic! At The Disco
2,Time to Dance,Panic! At The Disco
2,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,Panic! At The Disco
2,But It's Better If You Do,Panic! At The Disco
2,Nine in the Afternoon - Single Mix,Panic! At The Disco
2,"Dear Maria, Count Me In",All Time Low
2,Now,Paramore
2,crushcrushcrush,Paramore
2,Born for This,Paramore
2,"For a Pessimist, I'm Pretty Optimistic",Paramore
2,The Only Exception,Paramore
2,Brick by Boring Brick,Paramore
2,Playing God,Paramore
2,Queer,Garbage
2,Special,Garbage
2,When I Grow Up,Garbage
2,Dreamscape,009 Sound System
2,We're All in This Together,Sam Roberts Band
2,The Mummers' Dance,Loreena McKennitt
2,Flashing Lights,Kanye West
2,Move Your Feet,Junior Senior
2,Paranoid,Kanye West
2,(Don't Fear) The Reaper,Apollo 440
2,I Feel It Coming,The Weeknd
2,Bound 2,Kanye West
2,You Are,Lionel Richie
2,One Step Closer,Linkin Park
2,The Catalyst,Linkin Park
2,Breaking the Habit,Linkin Park
2,Somewhere I Belong,Linkin Park
2,Faint,Linkin Park
2,Numb,Linkin Park
2,In the End,Linkin Park
2,You & Me,Dave Matthews Band
2,Head Over Heels,Tears For Fears
2,The Boys Are Back In Town,Thin Lizzy
2,Cry Little Sister - Theme from ''Lost Boys'',Gerard McMann
2,Sir Duke,Stevie Wonder
2,Chained To The Rhythm,Katy Perry
2,Holiday,Madonna
2,Best of My Love,The Emotions
2,Why We Lose,Cartoon
2,Anymore,Goldfrapp
2,Wise Up,Aimee Mann
2,Goose Snow Cone,Aimee Mann
2,"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",Panic! At The Disco
2,Hard Times,Paramore
2,Lambada - Original Version 1989,Kaoma
2,I Think We'd Feel Good Together,Rob Thomas
2,Trust You,Rob Thomas
2,Told You So,Paramore
2,Epiphany,Johnny Depp
2,A Little Priest,Johnny Depp
2,Hound Dog,Elvis Presley
2,Der Kommissar,After The Fire
2,E-Pro,Beck
2,Are You Happy Now?,Michelle Branch
2,Typical,Mutemath
2,Panic Switch,Silversun Pickups
2,I Wanna,The All-American Rejects
2,All You Wanted,Michelle Branch
2,Goodbye to You,Michelle Branch
2,Best You Ever,Michelle Branch
2,Find Your Way Back,Michelle Branch
2,Empty Handed,Michelle Branch
2,Tuesday Morning,Michelle Branch
2,Breathe,Michelle Branch
2,Easy,Commodores
2,If You Really Love Me,Stevie Wonder
2,Time We Had,The Mother Hips
2,Into the Groove,Madonna
2,My Future Girlfriend,Iammanolis
2,Obsession,Animotion
2,For Wee Folks,Joey Alexander
2,Papa Loves Mambo,Perry Como
2,Wasting My Time,Default
2,Bei Mir Bist Du Schon (Means That You're Grand),The Andrews Sisters
2,Crashed,Daughtry
2,Drunken Sailor,The Irish Rovers
2,"I Hope That Somethin' Better Comes Along - From ""The Muppet Movie""/Soundtrack Version",Kermit
2,"Rainbow Connection - From ""The Muppet Movie""/Soundtrack Version",Kermit
2,"Movin' Right Along - From ""The Muppet Movie""/Soundtrack Version",Fozzie
2,"Can You Picture That? - From ""The Muppet Movie""/Soundtrack Version",Dr. Teeth and The Electric Mayhem
2,You're The Top (with Vince Giordano & The Nighthawks),Cole Porter
2,Night and Day - Take 1,Billie Holiday
2,It Ain't Me (with Selena Gomez),Kygo
2,Chamber Of Reflection,Mac DeMarco
2,Touch My Body,Mariah Carey
2,It Girl,Pharrell Williams
2,Act II,Gavin Luke
2,Gypsy,Bonobo
2,Vue,Loure
2,Rain,Player Dave
2,Talking in Your Sleep,The Romantics
2,Колыбельная,Polina Gagarina
2,I've Got The World On A String - Remastered 2000,Frank Sinatra
2,Pacific Coast Party,Smash Mouth
2,"Take Me There - From ""The Rugrats Movie"" Soundtrack",Blackstreet
2,Walk of Life,Dire Straits
2,Money for Nothing,Dire Straits
2,Yellow Submarine - Remastered 2015,The Beatles
2,Come Together - Remastered 2015,The Beatles
2,Penny Lane - Remastered 2015,The Beatles
2,Don't Let Me Down - Remastered 2009,The Beatles
2,Hey Bulldog - Remastered 2009,The Beatles
2,Blackbird - Remastered 2009,The Beatles
2,Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles
2,Taxman - Remastered 2009,The Beatles
2,Tomorrow Never Knows - Remastered 2009,The Beatles
2,Entertain The Pain,My Favorite Highway
2,Shiny,Jemaine Clement
2,Touch,Shift K3Y
2,Eleanor Rigby - Remastered 2009,The Beatles
2,Du hast,Rammstein
2,Blitzkrieg Bop - 2016 Remaster,Ramones
2,Engel,Rammstein
2,"Under the Sea - From ""The Little Mermaid"" / Soundtrack Version",Samuel E. Wright
2,Grease - From “Grease” Original Motion Picture Soundtrack,Frankie Valli
2,Myxomatosis,Radiohead
2,I'd Like To Walk Around In Your Mind,Vashti Bunyan
2,Salad Days,Mac DeMarco
2,Absence of Affection,Rob Thomas
2,Heaven Help Me,Rob Thomas
2,Volatile,Christopher Norman
2,We are the Hearts,EXGF
2,Enjoy the Silence - Single Mix,Depeche Mode
2,Going Backwards,Depeche Mode
2,Drunk Drivers/Killer Whales,Car Seat Headrest
2,Space Cowboy,Jamiroquai
2,"Suerte (Whenever, Wherever)",Shakira
2,Falling Down,Oasis
2,Calabria 2008 (feat. Natasja),Enur
2,Temperature,Sean Paul
2,Lone Digger,Caravan Palace
2,"One Jump Ahead - From ""Aladdin""/Soundtrack Version",Brad Kane
2,One Last Hope,Danny DeVito
2,I Won't Say (I'm In Love),Susan Egan
2,Raoul and the Kings of Spain,Tears For Fears
2,Too Young,Phoenix
2,Piece Of My Love,Guy
2,Reeling In The Years,Steely Dan
2,Figured You Out,Nickelback
2,My Patch,Jim Noir
2,Do It Again,Steely Dan
2,Find Your Love,Drake
2,Yo No Sé Mañana,Luis Enrique
2,Mambo Italiano,Dean Martin
2,My World,Sick Puppies
2,GG Train,Charles Mingus
2,Blue Ballad,Phil Woods
2,You Are Mine,Eisley
2,Death of a Bachelor,Panic! At The Disco
2,Mama's Room,Under The Influence of Giants
2,"1816, The Year Without a Summer",Rasputina
2,In Old Yellowcake,Rasputina
2,Choose Me For Champion,Rasputina
2,Meant to Be Dutch,Rasputina
2,Snow-Hen of Austerlitz,Rasputina
2,If I Ever Leave This World Alive,Flogging Molly
2,Float,Flogging Molly
2,Hell Frozen Rain,Mary Elizabeth McGlynn
2,Heir Of A Dying Day,Lacuna Coil
2,To Live Is To Hide,Lacuna Coil
2,Purify,Lacuna Coil
2,Senzafine,Lacuna Coil
2,When A Dead Man Walks,Lacuna Coil
2,1:19,Lacuna Coil
2,Cold Heritage,Lacuna Coil
2,Distant Sun,Lacuna Coil
2,A Current Obsession,Lacuna Coil
2,Wave Of Anguish,Lacuna Coil
2,Lost Lullaby,Lacuna Coil
2,The Ghost Woman and the Hunter,Lacuna Coil
2,Comalies,Lacuna Coil
2,Angel's Punishment,Lacuna Coil
2,The Prophet Said,Lacuna Coil
2,Fragile,Lacuna Coil
2,Fragments of Faith,Lacuna Coil
2,Closer,Lacuna Coil
2,The Game,Lacuna Coil
2,Mean to Me,Sarah Vaughan
2,Terrible Thought,Poe
2,Walk the Walk,Poe
2,Wild,Poe
2,5&1/2 Minute Hallway,Poe
2,Not a Virgin,Poe
2,Hey Pretty,Poe
2,Could've Gone Mad,Poe
2,Spanish Doll,Poe
2,If You Were Here,Poe
2,Amazed,Poe
2,Choking the Cherry,Poe
2,Lemon Meringue,Poe
2,Best I Ever Had,Drake
2,That Day,Poe
2,Dolphin,Poe
2,Another World,Poe
2,Fingertips,Poe
2,Beautiful Girl,Poe
2,Junkie,Poe
2,Control,Poe
2,C'est la vie,Stereophonics
2,Fade Into You,Mazzy Star
2,Sometime Around Midnight,The Airborne Toxic Event
2,All I Ever Wanted,The Airborne Toxic Event
2,Shimmy,System Of A Down
2,Spunky,DJ Veggie
2,My Way,Limp Bizkit
2,Girl Friday,Capital Cities
2,The Great Die-Off,Rise Against
2,Hopeless Opus,Imagine Dragons
2,Ice age,How To Destroy Angels
2,The Space In Between,How To Destroy Angels
2,Fur Lined,How To Destroy Angels
2,A Drowning,How To Destroy Angels
2,Scars,Papa Roach
2,Remember,Disturbed
2,The Diary of Jane - Single Version,Breaking Benjamin
2,Anarchy in the U.K.,Sex Pistols
2,Homesick - 2010 Remaster,The Cure
2,Just like Heaven,The Cure
2,All Night Long,Peter Murphy
2,Better Off Alone,Alice DJ
2,Wander With Me,Tom Misch
2,Wake Up This Day,Tom Misch
2,Beautiful Escape,Tom Misch
2,South of the River,Tom Misch
2,Colours of Freedom,Tom Misch
2,Daydreaming,Radiohead
2,Let It Rock,Kevin Rudolf
2,Bulletproof,La Roux
2,Duel,Swervedriver
2,"Another Brick in the Wall, Pt. 2",Pink Floyd
2,Honeybee,Steam Powered Giraffe
2,Lift,Radiohead
2,You Sexy Thing,Hot Chocolate
2,Write It Down,Nine Lashes
2,Shrunk,Aesop Rock
2,Kirby,Aesop Rock
2,On & On,Cartoon
2,Get Got,Death Grips
2,West End Girls - 2001 Remaster,Pet Shop Boys
2,One Thing Leads To Another,The Fixx
2,Blister in the Sun - 2002 Remastered Version,Violent Femmes
2,Katherine Wheel,HIM
2,Heartkiller,HIM
2,Breezeblocks,alt-J
2,Going to California - Remaster,Led Zeppelin
2,Hero (feat. Josey Scott),Chad Kroeger
2,White Flag,Dido
